EI	EL	assocID	chemsIncludedInEvidenceBySource	diseaseClasses_DO	diseaseClasses_HPO	diseaseClasses_MSH	diseaseClasses_UMLS_ST	diseaseName	diseaseType	diseaseUMLSCUI	diseaseVocabularies	disease_inheritance	disease_prevalence_class	disease_prevalence_geo_area	disease_prevalence_type	geneDPI	geneDSI	geneEnsemblIDs	geneNcbiID	geneNcbiType	geneProteinClassIDs	geneProteinClassNames	geneProteinStrIDs	genepLI	numCTsupportingAssociation	numChemsIncludedInEvidences	numPMIDSWithChemsIncludedInEvidences	numPMIDs	numberChemsFiltered	numberPmidsWithChemsFiltered	score	symbolOfGene	yearFinal	yearInitial
"1.0"	""	"5189910"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of blood and blood-forming tissues (01871)]"	"[Hemic and Lymphatic Diseases (C15)]"	"[Disease or Syndrome (T047)]"	"Anemia, Hemolytic"	"disease"	"C0002878"	"[MESH_D000743, ICD10_D55-D59.9, HPO_HP:0001878, NCI_C34376, DO_583, MONDO_0003664, EFO_0005558, UMLS_C0002878]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.75"	"FCGR2A"	""	""
"0.7272727272727273"	""	"70290680"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of blood and blood-forming tissues (01871), Abnormality of the immune system (02715)]"	"[Immune System Diseases (C20), Hemic and Lymphatic Diseases (C15), Pathological Conditions, Signs and Symptoms (C23)]"	"[Disease or Syndrome (T047)]"	"Immune thrombocytopenic purpura"	"disease"	"C0398650"	"[MESH_D016553, ICD10_D69.3, OMIM_188030, NCI_C3446, ICD9CM_287.31, HPO_HP:0001973, ORDO_3002, DO_8924, MONDO_0008558, EFO_0007160, UMLS_C0398650]"	"Not applicable"	"1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000"	"Europe,United States,United Kingdom,Denmark,Denmark,France"	"Point prevalence,Point prevalence,Annual incidence,Annual incidence,Point prevalence,Annual incidence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.65"	"FCGR2A"	""	""
"0.75"	""	"25044027"	"[]"	"[disease by infectious agent (0050117)]"	"[]"	"[Infections (C01)]"	"[Disease or Syndrome (T047)]"	"Severe Dengue"	"disease"	"C0019100"	"[ICD10_A91, MESH_D019595, NCI_C34683, DO_12206, MONDO_0000248, MONDO_0005358, EFO_0004227, UMLS_C0019100]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.65"	"FCGR2A"	""	""
"0.75"	""	"15161642"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the cardiovascular system (01626)]"	"[Cardiovascular Diseases (C14)]"	"[Disease or Syndrome (T047)]"	"Coronary Arteriosclerosis"	"disease"	"C0010054"	"[MESH_D003324, ICD10_I25.1, HPO_HP:0001677, NCI_C35505, ICD9CM_414.0, DO_13739, DO_3393, MONDO_0005010, MONDO_0021661, EFO_0001645, UMLS_C0010054]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.65"	"FCGR2A"	""	""
"1.0"	""	"50026474"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Cardiovascular Diseases (C14)]"	"[Pathologic Function (T046)]"	"Thrombus"	"phenotype"	"C0087086"	"[MESH_D013927, DO_0060903, MONDO_0000831, UMLS_C0087086]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"1"	""	""	"0.65"	"FCGR2A"	"2001"	"2001"
"0.6666666666666666"	""	"15176155"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Cardiovascular Diseases (C14)]"	"[Disease or Syndrome (T047)]"	"Coronary heart disease"	"disease"	"C0010068"	"[MESH_D003327, DO_3393, MONDO_0005010, EFO_0001645, UMLS_C0010068]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.65"	"FCGR2A"	""	""
"1.0"	""	"15217711"	"[]"	"[syndrome (225), genetic disease (630)]"	"[]"	"[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Respiratory Tract Diseases (C08), Digestive System Diseases (C06)]"	"[Disease or Syndrome (T047)]"	"Cystic Fibrosis"	"disease"	"C0010674"	"[MESH_D003550, ICD10_E84, ICD10_E84.9, OMIM_219700, OMIM_602421, NCI_C2975, ICD9CM_277.0, ORDO_586, DO_1485, MONDO_0009061, UMLS_C0010674]"	"Autosomal recessive"	"1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 1 000 000"	"Europe,Europe,Austria,Austria,Belgium,Belgium,Bulgaria,Bulgaria,Cyprus,Cyprus,Czech Republic,Czech Republic,Denmark,Denmark,Estonia,Estonia,Finland,Finland,France,France,Germany,Germany,Greece,Greece,Hungary,Ireland,Ireland,Italy,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Netherlands,Norway,Norway,Poland,Poland,Portugal,Portugal,Romania,Romania,Russian Federation,Russian Federation,Slovakia,Slovakia,Slovenia,Slovenia,Spain,Spain,Sweden,Sweden,United Kingdom,United Kingdom,Brazil,China"	"Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Prevalence at birth,Point prevalence,Annual incidence,Point prevalence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"17"	""	""	"0.6"	"FCGR2A"	"2020"	"1993"
"1.0"	""	"15251127"	"[]"	"[disease by infectious agent (0050117)]"	"[]"	"[Infections (C01)]"	"[Disease or Syndrome (T047)]"	"Dengue Fever"	"disease"	"C0011311"	"[MESH_D003715, ICD10_A90, ICD9CM_061, NCI_C34528, ORDO_99828, DO_10844, DO_12205, DO_9682, MONDO_0005502, EFO_0005547, UMLS_C0011311]"	"Not applicable"	">1 / 1000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,<1 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,<1 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,<1 / 1 000 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,<1 / 1 000 000"	"Worldwide,Europe,Europe,Austria,Belgium,Croatia,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Portugal,Slovakia,Slovenia,Spain,Sweden,United Kingdom,Norway,Greece"	"Annual incidence,Annual incidence,Point prevalence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.6"	"FCGR2A"	""	""
"0.6"	""	"30295943"	"[]"	"[disease of anatomical entity (7), disease of cellular proliferation (14566)]"	"[Neoplasm (02664), Abnormality of blood and blood-forming tissues (01871)]"	"[Immune System Diseases (C20), Neoplasms (C04), Hemic and Lymphatic Diseases (C15)]"	"[Neoplastic Process (T191)]"	"Lymphoma, Non-Hodgkin"	"disease"	"C0024305"	"[MESH_D008228, ICD10_C85.9, ICD10_C83.1, NCI_C3211, OMIM_191170, HPO_HP:0012539, ORDO_547, ORDO_52416, DO_0060058, DO_0060060, DO_2571, DO_8538, MONDO_0018908, EFO_0000574, EFO_0005287, EFO_0005952, EFO_1001469, UMLS_C0024305]"	""	"1-5 / 10 000"	"Europe"	"Annual incidence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.6"	"FCGR2A"	""	""
"1.0"	""	"30316539"	"[]"	"[disease by infectious agent (0050117)]"	"[]"	"[Infections (C01)]"	"[Disease or Syndrome (T047)]"	"Malaria, Falciparum"	"disease"	"C0024535"	"[MESH_D016778, ICD10_B50.9, ICD10_B50, ICD9CM_084.0, NCI_C34798, DO_14067, MONDO_0005920, EFO_0007444, UMLS_C0024535]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.6"	"FCGR2A"	""	""
"0.75"	""	"5341040"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the cardiovascular system (01626)]"	"[Cardiovascular Diseases (C14)]"	"[Disease or Syndrome (T047)]"	"Atherosclerosis"	"disease"	"C0004153"	"[ICD10_I70, ICD10_I25.0, HPO_HP:0002621, HPO_HP:0002635, NCI_C35768, NCI_C35771, ICD9CM_440, MESH_D050197, DO_1936, DO_2348, DO_2349, DO_5162, MONDO_0002277, MONDO_0005311, EFO_0003914, EFO_1000819, UMLS_C0004153]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.6"	"FCGR2A"	""	""
"1.0"	""	"100146706"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Cardiovascular Diseases (C14)]"	"[Pathologic Function (T046)]"	"Atherothrombosis"	"phenotype"	"C1963943"	"[MESH_D013927, DO_0060903, MONDO_0000831, UMLS_C1963943]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"1"	""	""	"0.6"	"FCGR2A"	"2001"	"2001"
"0.6666666666666666"	""	"45224555"	"[]"	"[disease of anatomical entity (7), disease of cellular proliferation (14566)]"	"[]"	"[Immune System Diseases (C20), Neoplasms (C04), Hemic and Lymphatic Diseases (C15)]"	"[Neoplastic Process (T191)]"	"Diffuse Large B-Cell Lymphoma"	"disease"	"C0079744"	"[MESH_D016403, ICD10_C83.3, NCI_C8851, ORDO_544, DO_0050745, MONDO_0018905, EFO_0000403, EFO_1000157, EFO_1000490, UMLS_C0079744]"	"Multigenic/multifactorial,Not applicable"	"1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000"	"Europe,France,Europe,Croatia,Latvia,Austria,Belgium,Bulgaria,Czech Republic,Estonia,Finland,Germany,Iceland,Ireland,Italy,Lithuania,Malta,Norway,Poland,Portugal,Slovakia,Slovenia,Spain,Switzerland,Netherlands,United Kingdom"	"Point prevalence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.6"	"FCGR2A"	""	""
"1.0"	""	"20069034"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the nervous system (00707)]"	"[Nervous System Diseases (C10)]"	"[Disease or Syndrome (T047)]"	"Epilepsy"	"disease"	"C0014544"	"[MESH_D004827, ICD10_G40, ICD10_G40.9, NCI_C3020, HPO_HP:0001250, ICD9CM_345.9, DO_1826, MONDO_0005027, EFO_0000474, UMLS_C0014544]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.6"	"FCGR2A"	""	""
"1.0"	""	"30094365"	"[]"	"[disease of anatomical entity (7), disease of cellular proliferation (14566)]"	"[Neoplasm (02664), Abnormality of blood and blood-forming tissues (01871), Abnormality of the immune system (02715)]"	"[Immune System Diseases (C20), Neoplasms (C04), Hemic and Lymphatic Diseases (C15)]"	"[Neoplastic Process (T191)]"	"Lymphoid leukemia"	"disease"	"C0023448"	"[MESH_D007945, ICD10_C91, ICD10_C91.9, HPO_HP:0005526, NCI_C7539, ICD9CM_204.9, ICD9CM_204, DO_1037, DO_8692, MONDO_0005402, EFO_0000220, EFO_0004289, UMLS_C0023448]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"1"	""	""	"0"	""	""	"0.6"	"FCGR2A"	""	""
"0.5"	""	"35238436"	"[]"	"[disease of anatomical entity (7), physical disorder (0080015)]"	"[]"	"[Hemic and Lymphatic Diseases (C15)]"	"[Disease or Syndrome (T047)]"	"Neutropenia"	"disease"	"C0027947"	"[MESH_D009503, ICD9CM_288.0, ICD9CM_288.00, DO_0050590, DO_12987, DO_1227, MONDO_0001609, MONDO_0001475, MONDO_0018542, UMLS_C0027947]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.55"	"FCGR2A"	""	""
"1.0"	""	"45071570"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Immune System Diseases (C20), Skin and Connective Tissue Diseases (C17), Nervous System Diseases (C10), Cardiovascular Diseases (C14)]"	"[Disease or Syndrome (T047)]"	"Giant Cell Arteritis"	"disease"	"C0039483"	"[MESH_D013700, OMIM_187360, ICD9CM_446.5, NCI_C35065, ORDO_397, DO_13375, MONDO_0008538, EFO_1001209, UMLS_C0039483]"	"Multigenic/multifactorial"	"1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000"	"Germany,United States,Italy,Sweden,United Kingdom,Europe,Italy,Norway"	"Point prevalence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Point prevalence,Point prevalence,Annual incidence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.55"	"FCGR2A"	""	""
"1.0"	""	"25036810"	"[]"	"[disease of anatomical entity (7), genetic disease (630)]"	"[]"	"[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Hemic and Lymphatic Diseases (C15)]"	"[Disease or Syndrome (T047)]"	"Hemophilia A"	"disease"	"C0019069"	"[MESH_D006467, ICD10_D66, OMIM_306700, ICD9CM_286.0, NCI_C27146, OMIM_300841, ORDO_98878, DO_0061030, DO_12134, MONDO_0010602, UMLS_C0019069]"	"X-linked recessive"	"1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-5 / 10 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,<1 / 1 000 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,<1 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000"	"France,United States,Europe,Africa,Albania,Algeria,Argentina,Armenia,Australia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Belize,Bolivia,Bosnia and Herzegovina,Brazil,Bulgaria,Canada,Chile,China,Colombia,Costa rica,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Finland,Germany,Greece,Guatemala,Honduras,Hungary,Iceland,India,Indonesia,Iran, Islamic Republic of,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Korea, Republic of,Latvia,Lebanon,Lesotho,Lithuania,Luxembourg,North Macedonia,Malaysia,Malta,Mexico,Moldova, Republic of,Mongolia,Morocco,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Pakistan,Palestinian Territory, occupied,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russian Federation,Saudi Arabia,Senegal,Serbia,Sierra leone,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,Sudan,Sweden,Switzerland,Thailand,Togo,Tunisia,Turkey,Ukraine,United Kingdom,Uruguay,Uzbekistan,Venezuela,Viet Nam,Zimbabwe,Georgia"	"Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.55"	"FCGR2A"	""	""
"1.0"	""	"90002785"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Skin and Connective Tissue Diseases (C17)]"	"[Disease or Syndrome (T047)]"	"Diffuse Scleroderma"	"disease"	"C1258104"	"[MESH_D045743, NCI_C116791, ORDO_220393, DO_1580, MONDO_0005019, MONDO_0016356, EFO_0000404, EFO_0000717, UMLS_C1258104]"	"Multigenic/multifactorial,Not applicable"	"1-9 / 100 000"	"Taiwan, Province of China"	"Annual incidence"	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"1"	""	""	"0"	""	""	"0.55"	"FCGR2A"	""	""
"1.0"	""	"30302061"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of blood and blood-forming tissues (01871), Abnormality of the immune system (02715)]"	"[Immune System Diseases (C20), Hemic and Lymphatic Diseases (C15)]"	"[Disease or Syndrome (T047)]"	"Lymphopenia"	"disease"	"C0024312"	"[MESH_D008231, ICD9CM_288.51, HPO_HP:0001888, DO_614, MONDO_0003783, UMLS_C0024312]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"0"	""	""	"0.55"	"FCGR2A"	""	""
"1.0"	""	"70182894"	"[]"	"[disease of anatomical entity (7)]"	"[]"	"[Digestive System Diseases (C06)]"	"[Disease or Syndrome (T047)]"	"Chronic left-sided ulcerative colitis"	"disease"	"C0375359"	"[ICD9CM_556.5, DO_8577, MONDO_0005101, EFO_0000729, UMLS_C0375359]"	""	""	""	""	"0.87"	"0.443"	"[ENSG00000143226]"	"2212"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P12318]"	"2.3199E-4"	"0"	""	""	"2"	""	""	"0.5"	"FCGR2A"	"2010"	"2009"
"0.8717948717948718"	""	"5272864"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the musculoskeletal system (33127)]"	"[Skin and Connective Tissue Diseases (C17), Immune System Diseases (C20), Musculoskeletal Diseases (C05)]"	"[Disease or Syndrome (T047)]"	"Rheumatoid Arthritis"	"disease"	"C0003873"	"[MESH_D001172, ICD10_M06.9, OMIM_180300, ICD9CM_714.0, OMIM_607218, HPO_HP:0001370, NCI_C2884, DO_7148, MONDO_0008383, EFO_0000685, UMLS_C0003873]"	""	""	""	""	"0.913"	"0.382"	"[ENSG00000203747]"	"2214"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P08637]"	"4.2079E-4"	"6"	""	""	"0"	""	""	"0.95"	"FCGR3A"	""	""
"0.7884615384615384"	""	"30253265"	"[]"	"[disease of anatomical entity (7)]"	"[Abnormality of the immune system (02715)]"	"[Immune System Diseases (C20), Skin and Connective Tissue Diseases (C17)]"	"[Disease or Syndrome (T047)]"	"Lupus Erythematosus, Systemic"	"disease"	"C0024141"	"[MESH_D008180, ICD10_M32, NCI_C3201, ICD10_M32.9, OMIM_152700, ICD9CM_710.0, HPO_HP:0002725, ORDO_536, DO_9074, MONDO_0007915, UMLS_C0024141]"	"Not applicable"	"1-5 / 10 000,6-9 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,6-9 / 10 000"	"France,Martinique,New Zealand,Korea, Republic of,United States,Taiwan, Province of China,Europe,Finland,Worldwide,Worldwide,Poland"	"Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Annual incidence,Point prevalence,Annual incidence"	"0.913"	"0.382"	"[ENSG00000203747]"	"2214"	"protein-coding"	"[DTO_05007620]"	"[Cell adhesion]"	"[P08637]"	"4.2079E-4"	"2"	""	""	"0"	""	""	"0.9"	"FCGR3A"	""	""
