EI	EL	assocID	chemsIncludedInEvidenceBySource	diseaseClasses_DO	diseaseClasses_HPO	diseaseClasses_MSH	diseaseClasses_UMLS_ST	diseaseName	diseaseType	diseaseUMLSCUI	diseaseVocabularies	disease_inheritance	disease_prevalence_class	disease_prevalence_geo_area	disease_prevalence_type	geneDPI	geneDSI	geneEnsemblIDs	geneNcbiID	geneNcbiType	geneProteinClassIDs	geneProteinClassNames	geneProteinStrIDs	genepLI	numCTsupportingAssociation	numChemsIncludedInEvidences	numPMIDSWithChemsIncludedInEvidences	numPMIDs	numberChemsFiltered	numberPmidsWithChemsFiltered	score	symbolOfGene	yearFinal	yearInitial
0.9440559440559441		50006982	[]	[disease of anatomical entity (7)]	[]	[Immune System Diseases (C20), Endocrine System Diseases (C19)]	[Disease or Syndrome (T047)]	Polyglandular Type I Autoimmune Syndrome	disease	C0085859	[OMIM_240300, MESH_D016884, NCI_C129727, ORDO_3453, ORDO_282196, DO_0050167, DO_14040, MONDO_0009411, UMLS_C0085859]	Autosomal recessive	1-9 / 100 000,1-9 / 1 000 000	Finland,France	Point prevalence,Point prevalence	0.87	0.482	[ENSG00000160224]	326	protein-coding	[]	[]	[O43918]	2.7675E-16	0			160			1.0	AIRE	2024	1967
0.931899641577061		45250762	[]	[disease of anatomical entity (7)]	[Abnormality of the immune system (02715)]	[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Nutritional and Metabolic Diseases (C18), Immune System Diseases (C20)]	[Disease or Syndrome (T047)]	Severe Combined Immunodeficiency	disease	C0085110	[MESH_D016511, HPO_HP:0004430, NCI_C3472, ORDO_183660, DO_5812, DO_627, MONDO_0015974, UMLS_C0085110]	Autosomal recessive,X-linked recessive	1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000	Europe,France,Greece,Chile,Costa rica,United States	Prevalence at birth,Prevalence at birth,Prevalence at birth,Prevalence at birth,Prevalence at birth,Prevalence at birth	0.913	0.403	[ENSG00000196839]	100	protein-coding	[DTO_05007624]	[Enzyme]	[P00813]	9.3522E-15	1			53			1.0	ADA	2023	1985
0.9708333333333333		100250325	[]	[]	[]	[Immune System Diseases (C20), Skin and Connective Tissue Diseases (C17), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Pathological Conditions, Signs and Symptoms (C23)]	[Disease or Syndrome (T047)]	Cryopyrin-Associated Periodic Syndromes	disease	C2316212	[MESH_D056587, NCI_C84657, ORDO_208650, DO_0050854, MONDO_0016168, UMLS_C2316212]	Autosomal dominant,Not applicable	1-9 / 1 000 000	France	Point prevalence	0.913	0.356	[ENSG00000162711]	114548	protein-coding	[]	[]	[Q96P20]	9.3769E-6	1			113			1.0	NLRP3	2023	2001
0.9372197309417041		90143748	[]	[disease of anatomical entity (7)]	[]	[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Immune System Diseases (C20), Hemic and Lymphatic Diseases (C15)]	[Disease or Syndrome (T047)]	Autoimmune Lymphoproliferative Syndrome	disease	C1328840	[OMIM_601859, ICD9CM_279.41, MESH_D056735, NCI_C37864, ORDO_3261, DO_6688, MONDO_0011158, MONDO_0017979, EFO_1001264, UMLS_C1328840]	Autosomal dominant,Autosomal recessive				0.913	0.335	[ENSG00000026103]	355	protein-coding	[]	[]	[P25445]	0.99961	0			58			1.0	FAS	2022	1975
0.946236559139785		70328887	[]	[disease of anatomical entity (7), genetic disease (630)]	[]	[Immune System Diseases (C20), Skin and Connective Tissue Diseases (C17), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Pathological Conditions, Signs and Symptoms (C23)]	[Disease or Syndrome (T047)]	Chronic Infantile Neurological, Cutaneous, and Articular Syndrome	disease	C0409818	[OMIM_607115, MESH_D056587, NCI_C116380, OMIM_606416, ORDO_208650, ORDO_1451, DO_0050854, DO_0090029, MONDO_0011776, MONDO_0016168, UMLS_C0409818]	Autosomal dominant,Not applicable				0.913	0.356	[ENSG00000162711]	114548	protein-coding	[]	[]	[Q96P20]	9.3769E-6	0			24			1.0	NLRP3	2020	2001
0.9655172413793104		60277838	[]	[syndrome (225), genetic disease (630)]	[]	[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Skin and Connective Tissue Diseases (C17), Immune System Diseases (C20), Pathological Conditions, Signs and Symptoms (C23)]	[Disease or Syndrome (T047)]	Muckle-Wells Syndrome	disease	C0268390	[OMIM_191900, MESH_D056587, NCI_C119054, OMIM_606416, ORDO_575, ORDO_208650, DO_0050854, MONDO_0008633, MONDO_0016168, UMLS_C0268390]	Autosomal dominant				0.913	0.356	[ENSG00000162711]	114548	protein-coding	[]	[]	[Q96P20]	9.3769E-6	0			13			1.0	NLRP3	2020	2001
0.9605263157894737		105350030	[]	[disease of anatomical entity (7), genetic disease (630)]	[]	[]	[Disease or Syndrome (T047)]	STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET	disease	C4014722	[OMIM_615934, OMIM_612374, NCI_C177547, ORDO_425120, DO_0111457, MONDO_0014405, UMLS_C4014722]	Autosomal dominant	<1 / 1 000 000	Worldwide	Point prevalence	0.913	0.432	[ENSG00000184584]	340061	protein-coding	[]	[]	[Q86WV6]	0.0014654	0			32			1.0	STING1	2022	2014
0.9558823529411765		45281371	[]	[disease of anatomical entity (7)]	[]	[Endocrine System Diseases (C19), Immune System Diseases (C20)]	[Disease or Syndrome (T047)]	Polyendocrinopathies, Autoimmune	disease	C0085409	[MESH_D016884, ICD10_E31.0, NCI_C84576, ORDO_282196, DO_0090110, DO_14040, MONDO_0017278, UMLS_C0085409]					0.87	0.482	[ENSG00000160224]	326	protein-coding	[]	[]	[O43918]	2.7675E-16	3			1			1.0	AIRE	2006	2006
0.9850746268656716		65302081	[]	[disease of anatomical entity (7), genetic disease (630)]	[]	[Pathological Conditions, Signs and Symptoms (C23), Immune System Diseases (C20), Skin and Connective Tissue Diseases (C17), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]	[Disease or Syndrome (T047)]	Familial cold urticaria	disease	C0343068	[OMIM_120100, MESH_D056587, NCI_C119053, ORDO_208650, ORDO_47045, DO_0050854, DO_0090061, DO_0090062, DO_0090065, MONDO_0014498, MONDO_0007349, MONDO_0018768, MONDO_0016168, UMLS_C0343068]	Autosomal dominant				0.913	0.356	[ENSG00000162711]	114548	protein-coding	[]	[]	[Q96P20]	9.3769E-6	0			1			1.0	NLRP3	2001	2001
0.9245283018867925		90121827	[]	[genetic disease (630), disease of anatomical entity (7), physical disorder (0080015)]	[]	[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Hemic and Lymphatic Diseases (C15)]	[Disease or Syndrome (T047)]	Congenital dyserythropoietic anemia, type II	disease	C1306589	[OMIM_224100, MESH_D000742, OMIM_610512, NCI_C175991, ORDO_85, ORDO_98873, DO_0111397, DO_0111401, DO_1338, MONDO_0019403, MONDO_0009134, UMLS_C1306589]	Autosomal recessive				0.87	0.525	[ENSG00000101310]	10483	protein-coding	[DTO_05007584]	[Enzyme modulator]	[Q15437]	1.5141E-18	0			33			1.0	SEC23B	2023	2009
0.9792746113989638		25282553	[]	[]	[]	[Pathological Conditions, Signs and Symptoms (C23)]	[Pathologic Function (T046)]	Inflammation	phenotype	C0021368	[MESH_D007249, NCI_C3137, UMLS_C0021368]					0.913	0.356	[ENSG00000162711]	114548	protein-coding	[]	[]	[Q96P20]	9.3769E-6	10			2			0.95	NLRP3	2012	2002
0.9693877551020408		65301735	[]	[disease of anatomical entity (7)]	[]	[Skin and Connective Tissue Diseases (C17), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]	[Disease or Syndrome (T047)]	Generalized pustular psoriasis	disease	C0343055	[ICD10_L40.1, NCI_C202121, ORDO_247353, DO_0080474, DO_8503, MONDO_0013626, MONDO_0100491, UMLS_C0343055]	Autosomal recessive,Not applicable	1-9 / 1 000 000	France	Point prevalence	0.696	0.562	[ENSG00000136695]	26525	protein-coding	[]	[]	[Q9UBH0]	5.8067E-4	0			34			0.95	IL36RN	2021	2011
0.9347826086956522		5278938	[]	[disease of anatomical entity (7)]	[Abnormality of the musculoskeletal system (33127)]	[Skin and Connective Tissue Diseases (C17), Immune System Diseases (C20), Musculoskeletal Diseases (C05)]	[Disease or Syndrome (T047)]	Rheumatoid Arthritis	disease	C0003873	[MESH_D001172, ICD10_M06.9, OMIM_180300, ICD9CM_714.0, OMIM_607218, HPO_HP:0001370, NCI_C2884, DO_7148, MONDO_0008383, EFO_0000685, UMLS_C0003873]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	3			2			0.95	IL1RN	2009	1995
0.9518072289156626		115103759	[]	[disease of anatomical entity (7)]	[]	[Immune System Diseases (C20), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]	[Disease or Syndrome (T047)]	Deficiency of interleukin 36 receptor antagonist	disease	C4759670	[OMIM_614204, NCI_C119057, OMIM_605507, ORDO_404546, DO_0080474, MONDO_0013626, UMLS_C4759670]	Autosomal recessive	<1 / 1 000 000	Worldwide	Point prevalence	0.696	0.562	[ENSG00000136695]	26525	protein-coding	[]	[]	[Q9UBH0]	5.8067E-4	0			4			0.95	IL36RN	2013	2011
0.9545454545454546		5309671	[]	[disease of anatomical entity (7)]	[Abnormality of the respiratory system (02086), Abnormality of the immune system (02715)]	[Immune System Diseases (C20), Respiratory Tract Diseases (C08)]	[Disease or Syndrome (T047)]	Asthma	disease	C0004096	[ICD10_J45, MESH_D001249, ICD10_J45.9, HPO_HP:0002099, NCI_C28397, ICD9CM_493, ICD9CM_493.9, DO_2841, DO_9360, DO_9415, MONDO_0004979, UMLS_C0004096]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	2			1			0.95	IL1RN	1997	1997
0.9468085106382979		30256452	[]	[disease of anatomical entity (7)]	[Abnormality of the immune system (02715)]	[Immune System Diseases (C20), Skin and Connective Tissue Diseases (C17)]	[Disease or Syndrome (T047)]	Lupus Erythematosus, Systemic	disease	C0024141	[MESH_D008180, ICD10_M32, NCI_C3201, ICD10_M32.9, OMIM_152700, ICD9CM_710.0, HPO_HP:0002725, ORDO_536, DO_9074, MONDO_0007915, UMLS_C0024141]	Not applicable	1-5 / 10 000,6-9 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,6-9 / 10 000	France,Martinique,New Zealand,Korea, Republic of,United States,Taiwan, Province of China,Europe,Finland,Worldwide,Worldwide,Poland	Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Point prevalence,Annual incidence,Point prevalence,Annual incidence	0.913	0.335	[ENSG00000026103]	355	protein-coding	[]	[]	[P25445]	0.99961	0			1			0.9	FAS	2023	2023
0.8615384615384616		25297906	[]	[]	[]	[Pathological Conditions, Signs and Symptoms (C23)]	[Pathologic Function (T046)]	Inflammation	phenotype	C0021368	[MESH_D007249, NCI_C3137, UMLS_C0021368]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	25			1			0.9	IL1RN	2015	2015
0.9074074074074074		15373816	[]	[disease of metabolism (0014667), genetic disease (630)]	[Abnormality of metabolism/homeostasis (01939), Abnormality of the endocrine system (00818)]	[Nutritional and Metabolic Diseases (C18), Endocrine System Diseases (C19)]	[Disease or Syndrome (T047)]	Diabetes Mellitus, Non-Insulin-Dependent	disease	C0011860	[MESH_D003924, ICD10_E11, OMIM_125853, NCI_C26747, OMIM_600509, OMIM_147545, HPO_HP:0005978, OMIM_138079, OMIM_147670, OMIM_167413, OMIM_600281, OMIM_189907, OMIM_138430, OMIM_164731, OMIM_601724, DO_9352, MONDO_0005148, UMLS_C0011860]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	10			0			0.9	IL1RN		
0.8235294117647058		5278464	[]	[disease of anatomical entity (7)]	[Abnormality of the musculoskeletal system (33127)]	[Skin and Connective Tissue Diseases (C17), Immune System Diseases (C20), Musculoskeletal Diseases (C05)]	[Disease or Syndrome (T047)]	Rheumatoid Arthritis	disease	C0003873	[MESH_D001172, ICD10_M06.9, OMIM_180300, ICD9CM_714.0, OMIM_607218, HPO_HP:0001370, NCI_C2884, DO_7148, MONDO_0008383, EFO_0000685, UMLS_C0003873]					0.913	0.335	[ENSG00000026103]	355	protein-coding	[]	[]	[P25445]	0.99961	1			0			0.9	FAS		
0.7692307692307693		15050057	[]	[disease of anatomical entity (7)]	[Abnormality of the immune system (02715), Abnormality of the digestive system (25031)]	[Digestive System Diseases (C06)]	[Disease or Syndrome (T047)]	Ulcerative Colitis	disease	C0009324	[ICD10_K51, MESH_D003093, ICD10_K51.9, OMIM_266600, ICD9CM_556.9, HPO_HP:0100279, NCI_C2952, ICD9CM_556, DO_8577, MONDO_0005101, EFO_0000729, UMLS_C0009324]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	1			0			0.9	IL1RN		
0.8620689655172413		10368055	[]	[disease of anatomical entity (7), disease of cellular proliferation (14566)]	[Neoplasm (02664), Abnormality of the genitourinary system (00119)]	[Urogenital Diseases (C12), Neoplasms (C04)]	[Neoplastic Process (T191)]	Renal Cell Carcinoma	disease	C0007134	[MESH_D002292, OMIM_144700, HPO_HP:0005584, NCI_C9385, ORDO_217071, DO_4450, DO_4451, DO_4464, DO_4465, DO_4467, DO_4471, DO_4473, MONDO_0005086, MONDO_0005549, EFO_0000349, EFO_0000681, EFO_0005708, UMLS_C0007134]	Not applicable	1-5 / 10 000,1-9 / 100 000	Europe,Europe	Point prevalence,Annual incidence	0.913	0.335	[ENSG00000026103]	355	protein-coding	[]	[]	[P25445]	0.99961	1			0			0.9	FAS		
0.9583333333333334		70299346	[]	[disease of anatomical entity (7), disease of metabolism (0014667), genetic disease (630)]	[]	[Digestive System Diseases (C06)]	[Disease or Syndrome (T047)]	Non-alcoholic Fatty Liver Disease	disease	C0400966	[NCI_C84444, MESH_D065626, DO_0080208, MONDO_0013209, EFO_0003095, EFO_1001248, UMLS_C0400966]					0.913	0.356	[ENSG00000162711]	114548	protein-coding	[]	[]	[Q96P20]	9.3769E-6	3			1			0.9	NLRP3	2021	2021
0.8636363636363636		45046242	[]	[]	[Abnormality of the nervous system (00707), Abnormality of the cardiovascular system (01626)]	[Nervous System Diseases (C10), Cardiovascular Diseases (C14)]	[Disease or Syndrome (T047)]	Cerebrovascular accident	disease	C0038454	[MESH_D020521, NCI_C3390, ICD10_I64, OMIM_601367, HPO_HP:0001297, DO_6713, MONDO_0005098, EFO_0000712, UMLS_C0038454]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	3			1			0.9	IL1RN	2002	2002
0.7647058823529411		15261364	[]	[disease of mental health (150)]	[]	[Behavior and Behavior Mechanisms (F01)]	[Mental or Behavioral Dysfunction (T048)]	Mental Depression	disease	C0011570	[MESH_D003863, NCI_C2982, DO_1596, DO_1470, MONDO_0002050, UMLS_C0011570]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	14			0			0.9	IL1RN		
0.8		40065782	[]	[disease of anatomical entity (7)]	[Abnormality of head or neck (00152), Abnormality of the immune system (02715)]	[Stomatognathic Diseases (C07)]	[Disease or Syndrome (T047)]	Periodontitis	disease	C0031099	[MESH_D010518, HPO_HP:0000704, NCI_C34918, DO_824, MONDO_0005593, MONDO_0005076, EFO_0000649, EFO_0006343, UMLS_C0031099]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	1			0			0.9	IL1RN		
0.9166666666666666		20129538	[]	[]	[Abnormality of metabolism/homeostasis (01939)]	[Pathological Conditions, Signs and Symptoms (C23)]	[Sign or Symptom (T184)]	Fever	phenotype	C0015967	[MESH_D005334, ICD10_R50.9, ICD9CM_780.60, HPO_HP:0001945, NCI_C3038, UMLS_C0015967]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	1			1			0.9	IL1RN	2006	2006
1.0		15328245	[]	[disease of anatomical entity (7), disease of metabolism (0014667), genetic disease (630)]	[Abnormality of metabolism/homeostasis (01939), Abnormality of the endocrine system (00818)]	[Nutritional and Metabolic Diseases (C18), Immune System Diseases (C20), Endocrine System Diseases (C19)]	[Disease or Syndrome (T047)]	Diabetes Mellitus, Insulin-Dependent	disease	C0011854	[MESH_D003922, ICD10_E10, OMIM_222100, NCI_C2986, HPO_HP:0100651, ORDO_243377, DO_0110741, DO_0110742, DO_0110743, DO_0110744, DO_0110745, DO_0110746, DO_9744, DO_0110747, DO_0110749, DO_0110750, DO_0110751, DO_0110752, DO_0110753, DO_0110754, DO_0110755, DO_0110756, DO_0110757, DO_0110758, DO_0110759, DO_0110760, DO_0110761, MONDO_0005147, MONDO_0007454, MONDO_0010950, MONDO_0011572, MONDO_0011016, MONDO_0011033, MONDO_0011068, MONDO_0011123, MONDO_0012422, MONDO_0010861, MONDO_0010862, MONDO_0010863, MONDO_0010864, MONDO_0011167, MONDO_0011168, MONDO_0012919, MONDO_0012920, MONDO_0012921, MONDO_0012961, MONDO_0011302, MONDO_0013078, UMLS_C0011854]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	3			0			0.9	IL1RN		
0.9		30003499	[]	[disease of anatomical entity (7)]	[Abnormality of the genitourinary system (00119)]	[Urogenital Diseases (C12)]	[Disease or Syndrome (T047)]	Kidney Diseases	disease	C0022658	[MESH_D007674, NCI_C3149, HPO_HP:0000112, NCI_C34843, DO_10952, DO_1425, DO_2527, DO_2921, DO_557, MONDO_0005240, EFO_0003086, UMLS_C0022658]					0.913	0.356	[ENSG00000162711]	114548	protein-coding	[]	[]	[Q96P20]	9.3769E-6	1			0			0.9	NLRP3		
0.7592592592592593		30335461	[]	[disease of anatomical entity (7), disease of cellular proliferation (14566)]	[Neoplasm (02664), Abnormality of the digestive system (25031)]	[Neoplasms (C04), Digestive System Diseases (C06)]	[Neoplastic Process (T191)]	Malignant neoplasm of stomach	disease	C0024623	[ICD10_C16, ICD10_C16.9, MESH_D013274, ICD9CM_151.9, OMIM_613659, HPO_HP:0012126, NCI_C9331, ICD9CM_151, ORDO_63443, DO_10534, MONDO_0001056, MONDO_0021085, EFO_0000178, EFO_0003897, UMLS_C0024623]					0.957	0.348	[ENSG00000136689]	3557	protein-coding	[]	[]	[P18510]	0.0055013	0			0			0.85	IL1RN		
0.92		60263946	[]	[disease of anatomical entity (7)]	[]	[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Nutritional and Metabolic Diseases (C18), Immune System Diseases (C20), Hemic and Lymphatic Diseases (C15)]	[Disease or Syndrome (T047)]	Adenosine deaminase deficiency	disease	C0268124	[ICD10_D81.3, MESH_C531816, NCI_C3962, ORDO_277, DO_5810, MONDO_0007064, UMLS_C0268124]					0.913	0.403	[ENSG00000196839]	100	protein-coding	[DTO_05007624]	[Enzyme]	[P00813]	9.3522E-15	0			0			0.85	ADA		
0.931930693069307		40060584	[]	[disease of anatomical entity (7), genetic disease (630)]	[]	[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]	[Disease or Syndrome (T047)]	Familial Mediterranean Fever	disease	C0031069	[MESH_D010505, ICD9CM_277.31, OMIM_249100, NCI_C84707, OMIM_608107, ORDO_342, DO_0050452, DO_2987, MONDO_0018088, MONDO_0009572, UMLS_C0031069]	Autosomal dominant,Autosomal recessive	>1 / 1000,1-9 / 100 000	Armenia,Sweden	Point prevalence,Point prevalence	0.957	0.441	[ENSG00000103313]	4210	protein-coding	[]	[]	[O15553]	2.2078E-19	5			279			1.0	MEFV	2022	1975
0.9819277108433735		100062906	[]	[disease of anatomical entity (7), genetic disease (630)]	[]	[Hemic and Lymphatic Diseases (C15)]	[Disease or Syndrome (T047)]	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2	disease	C1863727	[OMIM_603553, MESH_C537250, OMIM_170280, NCI_C203462, DO_0110922, MONDO_0011337, UMLS_C1863727]					0.913	0.41	[ENSG00000180644]	5551	protein-coding	[]	[]	[P14222]	2.8861E-4	0			144			1.0	PRF1	2023	1975
0.9863945578231292		70294117	[]	[disease of anatomical entity (7), disease of metabolism (0014667), genetic disease (630)]	[]	[Nutritional and Metabolic Diseases (C18), Hemic and Lymphatic Diseases (C15), Immune System Diseases (C20), Nervous System Diseases (C10), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]	[Disease or Syndrome (T047)]	Hyperimmunoglobulinemia D	disease	C0398691	[OMIM_260920, MESH_D054078, OMIM_251170, ORDO_343, ORDO_309025, DO_0050452, DO_0081450, MONDO_0017708, MONDO_0012481, MONDO_0009849, UMLS_C0398691]	Autosomal recessive				0.87	0.527	[ENSG00000110921]	4598	protein-coding	[DTO_03300101]	[Kinase]	[Q03426]	8.9591E-10	0			104			1.0	MVK	2022	1993
0.9849624060150376		100121132	[]	[disease of metabolism (0014667), genetic disease (630)]	[]	[Nutritional and Metabolic Diseases (C18), Hemic and Lymphatic Diseases (C15), Immune System Diseases (C20), Nervous System Diseases (C10), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]	[Disease or Syndrome (T047)]	Mevalonic Aciduria	disease	C1959626	[OMIM_610377, MESH_D054078, OMIM_251170, ORDO_29, ORDO_309025, DO_0050452, MONDO_0017708, MONDO_0012481, UMLS_C1959626]	Autosomal recessive	<1 / 1 000 000	Worldwide	Point prevalence	0.87	0.527	[ENSG00000110921]	4598	protein-coding	[DTO_03300101]	[Kinase]	[Q03426]	8.9591E-10	0			113			1.0	MVK	2022	1992
0.9888888888888889		100066016	[]	[syndrome (225), genetic disease (630)]	[]	[Musculoskeletal Diseases (C05), Pathological Conditions, Signs and Symptoms (C23), Hemic and Lymphatic Diseases (C15), Nervous System Diseases (C10), Otorhinolaryngologic Diseases (C09)]	[Disease or Syndrome (T047)]	Histiocytosis with joint contractures and sensorineural deafness	disease	C1864445	[MESH_C538322, OMIM_602782, OMIM_612373, ORDO_168569, DO_0111278, MONDO_0011273, UMLS_C1864445]	Autosomal recessive	<1 / 1 000 000	Worldwide	Point prevalence	0.87	0.54	[ENSG00000198246]	55315	protein-coding	[DTO_05007405]	[Transporter]	[Q9BZD2]	1.0895E-4	0			48			1.0	SLC29A3	2023	1998
0.9736842105263158		65295382	[]	[disease of metabolism (0014667), genetic disease (630)]	[]	[Hemic and Lymphatic Diseases (C15), Nutritional and Metabolic Diseases (C18), Nervous System Diseases (C10), Immune System Diseases (C20), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)]	[Disease or Syndrome (T047)]	Deficiency of mevalonate kinase	disease	C0342731	[MESH_D054078, NCI_C84890, ORDO_309025, DO_0050452, DO_2987, MONDO_0017708, MONDO_0012481, UMLS_C0342731]	Not applicable				0.87	0.527	[ENSG00000110921]	4598	protein-coding	[DTO_03300101]	[Kinase]	[Q03426]	8.9591E-10	0			18			0.95	MVK	2022	1976
0.875		105241947	[]	[disease of anatomical entity (7), genetic disease (630)]	[]	[Immune System Diseases (C20)]	[Disease or Syndrome (T047)]	AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED	disease	C3553961	[OMIM_614878, OMIM_600220, ORDO_324530, DO_0070615, MONDO_0013944, UMLS_C3553961]	Autosomal dominant	<1 / 1 000 000	Worldwide	Point prevalence	0.87	0.51	[ENSG00000197943]	5336	protein-coding	[DTO_05007624]	[Enzyme]	[P16885]	0.99864	0			3			0.95	PLCG2	2021	2012
0.9454545454545454		65004357	[]	[]	[]	[Hemic and Lymphatic Diseases (C15)]	[Disease or Syndrome (T047)]	Familial Hemophagocytic Lymphocytosis	disease	C0272199	[OMIM_267700, NCI_C61276, MESH_D051359, ORDO_540, ORDO_158038, DO_0050120, MONDO_0015541, MONDO_0009974, UMLS_C0272199]	Autosomal recessive	1-9 / 100 000,1-9 / 1 000 000	Sweden,China	Prevalence at birth,Annual incidence	0.913	0.41	[ENSG00000180644]	5551	protein-coding	[]	[]	[P14222]	2.8861E-4	0			66			0.9	PRF1	2023	1993
1.0		45244928	[]	[disease of anatomical entity (7)]	[]	[Skin and Connective Tissue Diseases (C17)]	[Disease or Syndrome (T047)]	Sweet Syndrome	disease	C0085077	[MESH_D016463, ICD10_L98.2, OMIM_608068, NCI_C85177, OMIM_608107, ORDO_3243, DO_0080746, MONDO_0011959, UMLS_C0085077]	Multigenic/multifactorial				0.957	0.441	[ENSG00000103313]	4210	protein-coding	[]	[]	[O15553]	2.2078E-19	0			28			0.9	MEFV	2020	1975
0.96875		5128661	[]	[disease of anatomical entity (7), genetic disease (630)]	[Abnormality of the nervous system (00707)]	[Mental Disorders (F03), Nervous System Diseases (C10)]	[Disease or Syndrome (T047)]	Alzheimer's Disease	disease	C0002395	[MESH_D000544, ICD10_G30, ICD10_G30.9, NCI_C2866, OMIM_104300, ICD9CM_331.0, OMIM_516000, HPO_HP:0002511, DO_10652, DO_11870, DO_0110035, DO_0110037, DO_0110038, DO_0110039, DO_0110041, DO_0110043, DO_0110044, DO_0110045, DO_0110046, DO_0110047, DO_0110048, MONDO_0007089, MONDO_0004975, MONDO_0011401, MONDO_0011561, MONDO_0011647, MONDO_0011777, MONDO_0012321, MONDO_0012344, MONDO_0012609, MONDO_0012630, MONDO_0012631, MONDO_0011194, UMLS_C0002395]					0.87	0.51	[ENSG00000197943]	5336	protein-coding	[DTO_05007624]	[Enzyme]	[P16885]	0.99864	0			1			0.9	PLCG2	2017	2017
1.0		35068349	[]	[disease of anatomical entity (7)]	[]	[Immune System Diseases (C20), Nervous System Diseases (C10)]	[Disease or Syndrome (T047)]	Multiple Sclerosis	disease	C0026769	[MESH_D009103, ICD10_G35, ICD9CM_340, NCI_C3243, ORDO_802, DO_2377, MONDO_0005301, EFO_0803536, UMLS_C0026769]					0.913	0.41	[ENSG00000180644]	5551	protein-coding	[]	[]	[P14222]	2.8861E-4	1			0			0.9	PRF1		
0.8461538461538461		45022998	[]	[disease of anatomical entity (7)]	[]	[Musculoskeletal Diseases (C05)]	[Disease or Syndrome (T047)]	Ankylosing spondylitis	disease	C0038013	[ICD10_M45, MESH_D013167, ICD9CM_720.0, NCI_C84564, ORDO_825, DO_7147, MONDO_0005306, EFO_0003898, UMLS_C0038013]					0.87	0.422	[ENSG00000240065]	5698	protein-coding	[]	[]	[P28065]	7.4741E-4	0			0			0.9	PSMB9		
0.8571428571428571		30084426	[]	[disease of anatomical entity (7), disease of cellular proliferation (14566)]	[Neoplasm (02664), Abnormality of blood and blood-forming tissues (01871), Abnormality of the immune system (02715)]	[Immune System Diseases (C20), Neoplasms (C04), Hemic and Lymphatic Diseases (C15), Pathological Conditions, Signs and Symptoms (C23)]	[Neoplastic Process (T191)]	Chronic Lymphocytic Leukemia	disease	C0023434	[MESH_D015451, ICD10_C91.1, NCI_C3163, OMIM_151400, HPO_HP:0005550, ICD9CM_204.1, ORDO_67038, DO_1040, DO_1703, MONDO_0004948, EFO_0000095, UMLS_C0023434]	Multigenic/multifactorial,Not applicable	1-5 / 10 000,1-9 / 100 000	Europe,France	Point prevalence,Annual incidence	0.87	0.51	[ENSG00000197943]	5336	protein-coding	[DTO_05007624]	[Enzyme]	[P16885]	0.99864	3			1			0.85	PLCG2	2016	2016
